projectzh0no,projectzh0name,project0no0lead0dept,importance,req0no,item0no,item0name,version0plan,is0main,req0type,app,isdeliver,app0is0single,app0deploy0des,is0centralized0online,is0directly0publish,product0line,stat0group,app0first0add0time,app0first0initiate0countersign0time,app0first0countersign0time,concept0countersign0time,planned0delivery0date,planned0production0date,app0plan0release0date,app0to0regular0date,area,dev0dept,func0test0dev,uat0test0dev,acceptance0test0dev,test0dev,product0name,product0id,product0manager,product0dept,architect,architect0id,architect0name,architect0dept,dev0manager,dev0manager0id,dev0manager0name,dev0manager0dept,project0manager,project0manager0id,project0manager0name,project0manager0dept,fun0test0manager,fun0test0manager0id,fun0test0manager0name,fun0test0manager0dept,uat0test0manager,uat0test0manager0id,uat0test0manager0name,uat0test0manager0dept,acceptance0test0manger,acceptance0test0manger0id,acceptance0test0manger0name,acceptance0test0manger0dept,experience0design0user,experience0design0user0id,exp0workload,estimate0workload,dev0workload,test0workload,scale0mon,layer,sp0status,dev0status,is0accept,changed0busi0dept,stan0busi0dept,coupling0cause0type,decoupling0plan,sgroup,busi0op0section,is0important,import0date,checkpoint0status,checkpoint01,checkpoint0201,checkpoint0202,checkpoint03,checkpoint04,checkpoint05,indicator01001,indicator01002,indicator01003,indicator01004,score0status01,score0total01,score0revision01,standard0is01,newest0standard0is01,latest0standard0date01,newest0finish0status01,newest0score0total01,newest0indicator01001,newest0indicator01002,newest0indicator01003,newest0indicator01004,newest0indicator01005,solution0code0201,indicator0201001,indicator0201002,indicator0201003,score0status0201,score0total0201,score0revision0201,standard0is0201,latest0standard0date0201,newest0finish0status0201,newest0standard0is0201,newest0score0total0201,newest0solution0code0201,newest0solution0status0201,newest0indicator0201001,newest0indicator0201002,newest0indicator0201003,indicator0202001,indicator0202002,indicator0202003,indicator0202004,indicator0202005,score0status0202,score0total0202,score0revision0202,standard0is0202,newest0standard0is0202,latest0standard0date0202,newest0finish0status0202,newest0score0total0202,newest0indicator0202001,newest0indicator0202002,newest0indicator0202003,detailed0design0quality0below0standard0q202,indicator03001,indicator03002,indicator03003,indicator03004,indicator03005,indicator03006,score0status03,score0total03,score0revision03,standard0is03,newest0standard0is03,latest0standard0date03,newest0finish0status03,newest0score0total03,newest0indicator03001,newest0indicator03002,newest0indicator03003,indicator04001,indicator04002,indicator04003,indicator04004,indicator04005,indicator04006,indicator04007,score0status04,score0total04,score0revision04,standard0is04,newest0standard0is04,latest0standard0date04,newest0finish0status04,newest0score0total04,newest0indicator04001,newest0indicator04002,newest0indicator04003,newest0indicator04004,indicator05001,indicator05002,indicator05003,indicator05004,indicator05005,indicator05006,indicator05007,indicator05008,score0status05,score0total05,score0revision05,standard0is05,case0num,case0exec0num,case0pass0num,case0unexec0num,case0unpass0num,case0exec0rate,case0pass0rate,case0delay0rate,entry0case0num,entry0case0exec0num,entry0case0pass0num,entry0case0unexec0num,entry0case0unpass0num,entry0case0exec0rate,entry0case0pass0rate,design0progress,coding0progress,testing0progress,design0current0progress,coding0current0progress,testing0current0progress,delay0design0progress,delay0coding0progress,delay0testing0progress,delay0design0effort,delay0coding0effort,delay0testing0effort,delay0design0items,delay0coding0items,delay0testing0items,delay0design0item0effort,delay0coding0item0effort,delay0testing0item0effort,uncompleted0coding0tasks,uncompleted0design0effort,uncompleted0coding0effort,uncompleted0testing0effort,accept0question0count,accept0question0density,develop0question0count,total0question,total0question0density,none0closed0dev0quest0cnt,none0closed0acpt0quest0cnt,none0closed0total0quest0cnt,last0week0dev0quest0cnt,last0week0acpt0quest0cnt,last0week0total0quest0cnt,total0valid0invalid0quest0cnt,bott0defects,dst0disc0defects,unc0bott0issues,total0def0res0time,cl0bott0def0res0time,unc0issue0res0time,dev0quest05d0cnt,accept0quest05d0cnt,unc0bott0issue0res0time,unclosed0critical0count,closed0critical0count,unclosed0defect0avg0time,closed0defect0avg0time,post0delivery0issues,post0delivery0defect0density,cur0delivery0week0delay,cur0production0week0delay,is0req0app0info0pending,is0app0prod0risk0eval0completed,is0risk,need0attention0count,progress0risk0desc,quality0risk0desc,risk0type,batch0no,in0date,create0time
K96-502,????,0,??,K96-502,I204-0324,????,2026?7????,??,????,F-YPY,?,?,0,?,?,?????,?????????,0,0,2026-05-1508:39:57,2026-05-1508:39:57,2026/6/12,2026/7/11,0,0,?????,??????,?????,?????,0,0,??,26,??,????????,??,91,??,??????,??,19,??,??????,??,46,??,??????,??,2,??,?????,0,0,0,0,0,0,0,0,??,915,5,3.74,2.12,1.62,0.22,???????,????,???????,??,????,????,0,0,F-PEAD,0,?,2026/5/15,???,2026/5/15,2026/5/21,2026/5/22,2026/6/3,2026/6/12,2026/7/6,100,0,0,100,???,100,0,??,??,2026/6/29,??,100,100,0,0,100,0,0,100,100,100,???,100,0,??,2026/6/8,??,??,100,0,0,100,100,100,100,100,100,0,0,???,100,0,??,??,2026/6/8,??,100,100,100,100,0,100,100,100,0,0,0,???,100,0,??,??,2026/6/8,??,100,100,100,100,100,100,100,100,0,0,0,???,100,0,??,??,2026/6/13,??,100,100,100,100,100,0,0,100,100,0,0,0,0,???,100,0,??,30,30,30,0,0,100,100,-100,10,10,10,0,0,100,100,??,??,??,100%,100%,100%,0,0,0,0,0,0,0,0,0,???,???,???,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,?,0,0,0,0,0,0,1,2026/7/23,2026/7/23 9:46
K96-503,????,0,??,K96-503,I204-0325,????,2026?7????,??,????,F-YPY,?,?,0,?,?,?????,?????????,0,0,2026-05-1508:39:57,2026-05-1508:39:57,2026/6/12,2026/7/11,0,0,?????,??????,?????,?????,0,0,??,26,??,????????,??,91,??,??????,??,19,??,??????,??,46,??,??????,??,2,??,?????,0,0,0,0,0,0,0,0,??,915,5,3.74,2.12,1.62,0.22,???????,????,???????,??,????,????,0,0,F-PEAD,0,?,2026/5/15,???,2026/5/15,2026/5/21,2026/5/22,2026/6/3,2026/6/12,2026/7/6,100,0,0,100,???,100,0,??,??,2026/6/29,??,100,100,0,0,100,0,0,100,100,100,???,100,0,??,2026/6/8,??,??,100,0,0,100,100,100,100,100,100,0,0,???,100,0,??,??,2026/6/8,??,100,100,100,100,0,100,100,100,0,0,0,???,100,0,??,??,2026/6/8,??,100,100,100,100,100,100,100,100,0,0,0,???,100,0,??,??,2026/6/13,??,100,100,100,100,100,0,0,100,100,0,0,0,0,???,100,0,??,30,30,30,0,0,100,100,-100,10,10,10,0,0,100,100,??,??,??,100%,100%,100%,0,0,0,0,0,0,0,0,0,???,???,???,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,?,0,0,0,0,0,0,1,2026/7/23,2026/7/23 9:46
K96-504,????,0,??,K96-504,I204-0326,????,2026?7????,??,????,F-YPY,?,?,0,?,?,?????,?????????,0,0,2026-05-1508:39:57,2026-05-1508:39:57,2026/6/12,2026/7/11,0,0,?????,??????,?????,?????,0,0,??,26,??,????????,??,91,??,??????,??,19,??,??????,??,46,??,??????,??,2,??,?????,0,0,0,0,0,0,0,0,??,915,5,3.74,2.12,1.62,0.22,???????,????,???????,??,????,????,0,0,F-PEAD,0,?,2026/5/15,???,2026/5/15,2026/5/21,2026/5/22,2026/6/3,2026/6/12,2026/7/6,100,0,0,100,???,100,0,??,??,2026/6/29,??,100,100,0,0,100,0,0,100,100,100,???,100,0,??,2026/6/8,??,??,100,0,0,100,100,100,100,100,100,0,0,???,100,0,??,??,2026/6/8,??,100,100,100,100,0,100,100,100,0,0,0,???,100,0,??,??,2026/6/8,??,100,100,100,100,100,100,100,100,0,0,0,???,100,0,??,??,2026/6/13,??,100,100,100,100,100,0,0,100,100,0,0,0,0,???,100,0,??,30,30,30,0,0,100,100,-100,10,10,10,0,0,100,100,??,??,??,100%,100%,100%,0,0,0,0,0,0,0,0,0,???,???,???,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,?,0,0,0,0,0,0,1,2026/7/23,2026/7/23 9:46
K96-505,????,0,??,K96-505,I204-0327,????,2026?7????,??,????,F-YPY,?,?,0,?,?,?????,?????????,0,0,2026-05-1508:39:57,2026-05-1508:39:57,2026/6/12,2026/7/11,0,0,?????,??????,?????,?????,0,0,??,26,??,????????,??,91,??,??????,??,19,??,??????,??,46,??,??????,??,2,??,?????,0,0,0,0,0,0,0,0,??,915,5,3.74,2.12,1.62,0.22,???????,????,???????,??,????,????,0,0,F-PEAD,0,?,2026/5/15,???,2026/5/15,2026/5/21,2026/5/22,2026/6/3,2026/6/12,2026/7/6,100,0,0,100,???,100,0,??,??,2026/6/29,??,100,100,0,0,100,0,0,100,100,100,???,100,0,??,2026/6/8,??,??,100,0,0,100,100,100,100,100,100,0,0,???,100,0,??,??,2026/6/8,??,100,100,100,100,0,100,100,100,0,0,0,???,100,0,??,??,2026/6/8,??,100,100,100,100,100,100,100,100,0,0,0,???,100,0,??,??,2026/6/13,??,100,100,100,100,100,0,0,100,100,0,0,0,0,???,100,0,??,30,30,30,0,0,100,100,-100,10,10,10,0,0,100,100,??,??,??,100%,100%,100%,0,0,0,0,0,0,0,0,0,???,???,???,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,?,0,0,0,0,0,0,1,2026/7/23,2026/7/23 9:46
K96-506,????,0,??,K96-506,I204-0328,????,2026?7????,??,????,F-YPY,?,?,0,?,?,?????,?????????,0,0,2026-05-1508:39:57,2026-05-1508:39:57,2026/6/12,2026/7/11,0,0,?????,??????,?????,?????,0,0,??,26,??,????????,??,91,??,??????,??,19,??,??????,??,46,??,??????,??,2,??,?????,0,0,0,0,0,0,0,0,??,915,5,3.74,2.12,1.62,0.22,???????,????,???????,??,????,????,0,0,F-PEAD,0,?,2026/5/15,???,2026/5/15,2026/5/21,2026/5/22,2026/6/3,2026/6/12,2026/7/6,100,0,0,100,???,100,0,??,??,2026/6/29,??,100,100,0,0,100,0,0,100,100,100,???,100,0,??,2026/6/8,??,??,100,0,0,100,100,100,100,100,100,0,0,???,100,0,??,??,2026/6/8,??,100,100,100,100,0,100,100,100,0,0,0,???,100,0,??,??,2026/6/8,??,100,100,100,100,100,100,100,100,0,0,0,???,100,0,??,??,2026/6/13,??,100,100,100,100,100,0,0,100,100,0,0,0,0,???,100,0,??,30,30,30,0,0,100,100,-100,10,10,10,0,0,100,100,??,??,??,100%,100%,100%,0,0,0,0,0,0,0,0,0,???,???,???,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,?,0,0,0,0,0,0,1,2026/7/23,2026/7/23 9:46
K96-507,????,0,??,K96-507,I204-0329,????,2026?7????,??,????,F-YPY,?,?,0,?,?,?????,?????????,0,0,2026-05-1508:39:57,2026-05-1508:39:57,2026/6/12,2026/7/11,0,0,?????,??????,?????,?????,0,0,??,26,??,????????,??,91,??,??????,??,19,??,??????,??,46,??,??????,??,2,??,?????,0,0,0,0,0,0,0,0,??,915,5,3.74,2.12,1.62,0.22,???????,????,???????,??,????,????,0,0,F-PEAD,0,?,2026/5/15,???,2026/5/15,2026/5/21,2026/5/22,2026/6/3,2026/6/12,2026/7/6,100,0,0,100,???,100,0,??,??,2026/6/29,??,100,100,0,0,100,0,0,100,100,100,???,100,0,??,2026/6/8,??,??,100,0,0,100,100,100,100,100,100,0,0,???,100,0,??,??,2026/6/8,??,100,100,100,100,0,100,100,100,0,0,0,???,100,0,??,??,2026/6/8,??,100,100,100,100,100,100,100,100,0,0,0,???,100,0,??,??,2026/6/13,??,100,100,100,100,100,0,0,100,100,0,0,0,0,???,100,0,??,30,30,30,0,0,100,100,-100,10,10,10,0,0,100,100,??,??,??,100%,100%,100%,0,0,0,0,0,0,0,0,0,???,???,???,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,?,0,0,0,0,0,0,1,2026/7/23,2026/7/23 9:46
K96-508,????,0,??,K96-508,I204-0330,????,2026?7????,??,????,F-YPY,?,?,0,?,?,?????,?????????,0,0,2026-05-1508:39:57,2026-05-1508:39:57,2026/6/12,2026/7/11,0,0,?????,??????,?????,?????,0,0,??,26,??,????????,??,91,??,??????,??,19,??,??????,??,46,??,??????,??,2,??,?????,0,0,0,0,0,0,0,0,??,915,5,3.74,2.12,1.62,0.22,???????,????,???????,??,????,????,0,0,F-PEAD,0,?,2026/5/15,???,2026/5/15,2026/5/21,2026/5/22,2026/6/3,2026/6/12,2026/7/6,100,0,0,100,???,100,0,??,??,2026/6/29,??,100,100,0,0,100,0,0,100,100,100,???,100,0,??,2026/6/8,??,??,100,0,0,100,100,100,100,100,100,0,0,???,100,0,??,??,2026/6/8,??,100,100,100,100,0,100,100,100,0,0,0,???,100,0,??,??,2026/6/8,??,100,100,100,100,100,100,100,100,0,0,0,???,100,0,??,??,2026/6/13,??,100,100,100,100,100,0,0,100,100,0,0,0,0,???,100,0,??,30,30,30,0,0,100,100,-100,10,10,10,0,0,100,100,??,??,??,100%,100%,100%,0,0,0,0,0,0,0,0,0,???,???,???,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,?,0,0,0,0,0,0,1,2026/7/23,2026/7/23 9:46
K96-509,????,0,??,K96-509,I204-0331,????,2026?7????,??,????,F-YPY,?,?,0,?,?,?????,?????????,0,0,2026-05-1508:39:57,2026-05-1508:39:57,2026/6/12,2026/7/11,0,0,?????,??????,?????,?????,0,0,??,26,??,????????,??,91,??,??????,??,19,??,??????,??,46,??,??????,??,2,??,?????,0,0,0,0,0,0,0,0,??,915,5,3.74,2.12,1.62,0.22,???????,????,???????,??,????,????,0,0,F-PEAD,0,?,2026/5/15,???,2026/5/15,2026/5/21,2026/5/22,2026/6/3,2026/6/12,2026/7/6,100,0,0,100,???,100,0,??,??,2026/6/29,??,100,100,0,0,100,0,0,100,100,100,???,100,0,??,2026/6/8,??,??,100,0,0,100,100,100,100,100,100,0,0,???,100,0,??,??,2026/6/8,??,100,100,100,100,0,100,100,100,0,0,0,???,100,0,??,??,2026/6/8,??,100,100,100,100,100,100,100,100,0,0,0,???,100,0,??,??,2026/6/13,??,100,100,100,100,100,0,0,100,100,0,0,0,0,???,100,0,??,30,30,30,0,0,100,100,-100,10,10,10,0,0,100,100,??,??,??,100%,100%,100%,0,0,0,0,0,0,0,0,0,???,???,???,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,?,0,0,0,0,0,0,1,2026/7/23,2026/7/23 9:46
K96-510,????,0,??,K96-510,I204-0332,????,2026?7????,??,????,F-YPY,?,?,0,?,?,?????,?????????,0,0,2026-05-1508:39:57,2026-05-1508:39:57,2026/6/12,2026/7/11,0,0,?????,??????,?????,?????,0,0,??,26,??,????????,??,91,??,??????,??,19,??,??????,??,46,??,??????,??,2,??,?????,0,0,0,0,0,0,0,0,??,915,5,3.74,2.12,1.62,0.22,???????,????,???????,??,????,????,0,0,F-PEAD,0,?,2026/5/15,???,2026/5/15,2026/5/21,2026/5/22,2026/6/3,2026/6/12,2026/7/6,100,0,0,100,???,100,0,??,??,2026/6/29,??,100,100,0,0,100,0,0,100,100,100,???,100,0,??,2026/6/8,??,??,100,0,0,100,100,100,100,100,100,0,0,???,100,0,??,??,2026/6/8,??,100,100,100,100,0,100,100,100,0,0,0,???,100,0,??,??,2026/6/8,??,100,100,100,100,100,100,100,100,0,0,0,???,100,0,??,??,2026/6/13,??,100,100,100,100,100,0,0,100,100,0,0,0,0,???,100,0,??,30,30,30,0,0,100,100,-100,10,10,10,0,0,100,100,??,??,??,100%,100%,100%,0,0,0,0,0,0,0,0,0,???,???,???,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,?,0,0,0,0,0,0,1,2026/7/23,2026/7/23 9:46
K96-511,????,0,??,K96-511,I204-0333,????,2026?7????,??,????,F-YPY,?,?,0,?,?,?????,?????????,0,0,2026-05-1508:39:57,2026-05-1508:39:57,2026/6/12,2026/7/11,0,0,?????,??????,?????,?????,0,0,??,26,??,????????,??,91,??,??????,??,19,??,??????,??,46,??,??????,??,2,??,?????,0,0,0,0,0,0,0,0,??,915,5,3.74,2.12,1.62,0.22,???????,????,???????,??,????,????,0,0,F-PEAD,0,?,2026/5/15,???,2026/5/15,2026/5/21,2026/5/22,2026/6/3,2026/6/12,2026/7/6,100,0,0,100,???,100,0,??,??,2026/6/29,??,100,100,0,0,100,0,0,100,100,100,???,100,0,??,2026/6/8,??,??,100,0,0,100,100,100,100,100,100,0,0,???,100,0,??,??,2026/6/8,??,100,100,100,100,0,100,100,100,0,0,0,???,100,0,??,??,2026/6/8,??,100,100,100,100,100,100,100,100,0,0,0,???,100,0,??,??,2026/6/13,??,100,100,100,100,100,0,0,100,100,0,0,0,0,???,100,0,??,30,30,30,0,0,100,100,-100,10,10,10,0,0,100,100,??,??,??,100%,100%,100%,0,0,0,0,0,0,0,0,0,???,???,???,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,?,0,0,0,0,0,0,1,2026/7/23,2026/7/23 9:46
K96-512,????,0,??,K96-512,I204-0334,????,2026?7????,??,????,F-YPY,?,?,0,?,?,?????,?????????,0,0,2026-05-1508:39:57,2026-05-1508:39:57,2026/6/12,2026/7/11,0,0,?????,??????,?????,?????,0,0,??,26,??,????????,??,91,??,??????,??,19,??,??????,??,46,??,??????,??,2,??,?????,0,0,0,0,0,0,0,0,??,915,5,3.74,2.12,1.62,0.22,???????,????,???????,??,????,????,0,0,F-PEAD,0,?,2026/5/15,???,2026/5/15,2026/5/21,2026/5/22,2026/6/3,2026/6/12,2026/7/6,100,0,0,100,???,100,0,??,??,2026/6/29,??,100,100,0,0,100,0,0,100,100,100,???,100,0,??,2026/6/8,??,??,100,0,0,100,100,100,100,100,100,0,0,???,100,0,??,??,2026/6/8,??,100,100,100,100,0,100,100,100,0,0,0,???,100,0,??,??,2026/6/8,??,100,100,100,100,100,100,100,100,0,0,0,???,100,0,??,??,2026/6/13,??,100,100,100,100,100,0,0,100,100,0,0,0,0,???,100,0,??,30,30,30,0,0,100,100,-100,10,10,10,0,0,100,100,??,??,??,100%,100%,100%,0,0,0,0,0,0,0,0,0,???,???,???,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,?,0,0,0,0,0,0,1,2026/7/23,2026/7/23 9:46
K96-513,????,0,??,K96-513,I204-0335,????,2026?7????,??,????,F-YPY,?,?,0,?,?,?????,?????????,0,0,2026-05-1508:39:57,2026-05-1508:39:57,2026/6/12,2026/7/11,0,0,?????,??????,?????,?????,0,0,??,26,??,????????,??,91,??,??????,??,19,??,??????,??,46,??,??????,??,2,??,?????,0,0,0,0,0,0,0,0,??,915,5,3.74,2.12,1.62,0.22,???????,????,???????,??,????,????,0,0,F-PEAD,0,?,2026/5/15,???,2026/5/15,2026/5/21,2026/5/22,2026/6/3,2026/6/12,2026/7/6,100,0,0,100,???,100,0,??,??,2026/6/29,??,100,100,0,0,100,0,0,100,100,100,???,100,0,??,2026/6/8,??,??,100,0,0,100,100,100,100,100,100,0,0,???,100,0,??,??,2026/6/8,??,100,100,100,100,0,100,100,100,0,0,0,???,100,0,??,??,2026/6/8,??,100,100,100,100,100,100,100,100,0,0,0,???,100,0,??,??,2026/6/13,??,100,100,100,100,100,0,0,100,100,0,0,0,0,???,100,0,??,30,30,30,0,0,100,100,-100,10,10,10,0,0,100,100,??,??,??,100%,100%,100%,0,0,0,0,0,0,0,0,0,???,???,???,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,?,0,0,0,0,0,0,1,2026/7/23,2026/7/23 9:46
K96-514,????,0,??,K96-514,I204-0336,????,2026?7????,??,????,F-YPY,?,?,0,?,?,?????,?????????,0,0,2026-05-1508:39:57,2026-05-1508:39:57,2026/6/12,2026/7/11,0,0,?????,??????,?????,?????,0,0,??,26,??,????????,??,91,??,??????,??,19,??,??????,??,46,??,??????,??,2,??,?????,0,0,0,0,0,0,0,0,??,915,5,3.74,2.12,1.62,0.22,???????,????,???????,??,????,????,0,0,F-PEAD,0,?,2026/5/15,???,2026/5/15,2026/5/21,2026/5/22,2026/6/3,2026/6/12,2026/7/6,100,0,0,100,???,100,0,??,??,2026/6/29,??,100,100,0,0,100,0,0,100,100,100,???,100,0,??,2026/6/8,??,??,100,0,0,100,100,100,100,100,100,0,0,???,100,0,??,??,2026/6/8,??,100,100,100,100,0,100,100,100,0,0,0,???,100,0,??,??,2026/6/8,??,100,100,100,100,100,100,100,100,0,0,0,???,100,0,??,??,2026/6/13,??,100,100,100,100,100,0,0,100,100,0,0,0,0,???,100,0,??,30,30,30,0,0,100,100,-100,10,10,10,0,0,100,100,??,??,??,100%,100%,100%,0,0,0,0,0,0,0,0,0,???,???,???,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,?,0,0,0,0,0,0,1,2026/7/23,2026/7/23 9:46
K96-515,????,0,??,K96-515,I204-0337,????,2026?7????,??,????,F-YPY,?,?,0,?,?,?????,?????????,0,0,2026-05-1508:39:57,2026-05-1508:39:57,2026/6/12,2026/7/11,0,0,?????,??????,?????,?????,0,0,??,26,??,????????,??,91,??,??????,??,19,??,??????,??,46,??,??????,??,2,??,?????,0,0,0,0,0,0,0,0,??,915,5,3.74,2.12,1.62,0.22,???????,????,???????,??,????,????,0,0,F-PEAD,0,?,2026/5/15,???,2026/5/15,2026/5/21,2026/5/22,2026/6/3,2026/6/12,2026/7/6,100,0,0,100,???,100,0,??,??,2026/6/29,??,100,100,0,0,100,0,0,100,100,100,???,100,0,??,2026/6/8,??,??,100,0,0,100,100,100,100,100,100,0,0,???,100,0,??,??,2026/6/8,??,100,100,100,100,0,100,100,100,0,0,0,???,100,0,??,??,2026/6/8,??,100,100,100,100,100,100,100,100,0,0,0,???,100,0,??,??,2026/6/13,??,100,100,100,100,100,0,0,100,100,0,0,0,0,???,100,0,??,30,30,30,0,0,100,100,-100,10,10,10,0,0,100,100,??,??,??,100%,100%,100%,0,0,0,0,0,0,0,0,0,???,???,???,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,?,0,0,0,0,0,0,1,2026/7/23,2026/7/23 9:46
K96-516,????,0,??,K96-516,I204-0338,????,2026?7????,??,????,F-YPY,?,?,0,?,?,?????,?????????,0,0,2026-05-1508:39:57,2026-05-1508:39:57,2026/6/12,2026/7/11,0,0,?????,??????,?????,?????,0,0,??,26,??,????????,??,91,??,??????,??,19,??,??????,??,46,??,??????,??,2,??,?????,0,0,0,0,0,0,0,0,??,915,5,3.74,2.12,1.62,0.22,???????,????,???????,??,????,????,0,0,F-PEAD,0,?,2026/5/15,???,2026/5/15,2026/5/21,2026/5/22,2026/6/3,2026/6/12,2026/7/6,100,0,0,100,???,100,0,??,??,2026/6/29,??,100,100,0,0,100,0,0,100,100,100,???,100,0,??,2026/6/8,??,??,100,0,0,100,100,100,100,100,100,0,0,???,100,0,??,??,2026/6/8,??,100,100,100,100,0,100,100,100,0,0,0,???,100,0,??,??,2026/6/8,??,100,100,100,100,100,100,100,100,0,0,0,???,100,0,??,??,2026/6/13,??,100,100,100,100,100,0,0,100,100,0,0,0,0,???,100,0,??,30,30,30,0,0,100,100,-100,10,10,10,0,0,100,100,??,??,??,100%,100%,100%,0,0,0,0,0,0,0,0,0,???,???,???,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,?,0,0,0,0,0,0,1,2026/7/23,2026/7/23 9:46
K96-517,????,0,??,K96-517,I204-0339,????,2026?7????,??,????,F-YPY,?,?,0,?,?,?????,?????????,0,0,2026-05-1508:39:57,2026-05-1508:39:57,2026/6/12,2026/7/11,0,0,?????,??????,?????,?????,0,0,??,26,??,????????,??,91,??,??????,??,19,??,??????,??,46,??,??????,??,2,??,?????,0,0,0,0,0,0,0,0,??,915,5,3.74,2.12,1.62,0.22,???????,????,???????,??,????,????,0,0,F-PEAD,0,?,2026/5/15,???,2026/5/15,2026/5/21,2026/5/22,2026/6/3,2026/6/12,2026/7/6,100,0,0,100,???,100,0,??,??,2026/6/29,??,100,100,0,0,100,0,0,100,100,100,???,100,0,??,2026/6/8,??,??,100,0,0,100,100,100,100,100,100,0,0,???,100,0,??,??,2026/6/8,??,100,100,100,100,0,100,100,100,0,0,0,???,100,0,??,??,2026/6/8,??,100,100,100,100,100,100,100,100,0,0,0,???,100,0,??,??,2026/6/13,??,100,100,100,100,100,0,0,100,100,0,0,0,0,???,100,0,??,30,30,30,0,0,100,100,-100,10,10,10,0,0,100,100,??,??,??,100%,100%,100%,0,0,0,0,0,0,0,0,0,???,???,???,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,?,0,0,0,0,0,0,1,2026/7/23,2026/7/23 9:46
K96-518,????,0,??,K96-518,I204-0340,????,2026?7????,??,????,F-YPY,?,?,0,?,?,?????,?????????,0,0,2026-05-1508:39:57,2026-05-1508:39:57,2026/6/12,2026/7/11,0,0,?????,??????,?????,?????,0,0,??,26,??,????????,??,91,??,??????,??,19,??,??????,??,46,??,??????,??,2,??,?????,0,0,0,0,0,0,0,0,??,915,5,3.74,2.12,1.62,0.22,???????,????,???????,??,????,????,0,0,F-PEAD,0,?,2026/5/15,???,2026/5/15,2026/5/21,2026/5/22,2026/6/3,2026/6/12,2026/7/6,100,0,0,100,???,100,0,??,??,2026/6/29,??,100,100,0,0,100,0,0,100,100,100,???,100,0,??,2026/6/8,??,??,100,0,0,100,100,100,100,100,100,0,0,???,100,0,??,??,2026/6/8,??,100,100,100,100,0,100,100,100,0,0,0,???,100,0,??,??,2026/6/8,??,100,100,100,100,100,100,100,100,0,0,0,???,100,0,??,??,2026/6/13,??,100,100,100,100,100,0,0,100,100,0,0,0,0,???,100,0,??,30,30,30,0,0,100,100,-100,10,10,10,0,0,100,100,??,??,??,100%,100%,100%,0,0,0,0,0,0,0,0,0,???,???,???,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,?,0,0,0,0,0,0,1,2026/7/23,2026/7/23 9:46
